Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
LIECHTENSTEIN,2021 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,8.412062,20250930,25
LIECHTENSTEIN,2021 Q2,Reinsurers' share,Non-Life,R0440,34.618245,20250930,25
LIECHTENSTEIN,2021 Q2,Net,Non-Life,R0500,-18.611395,20250930,25
LIECHTENSTEIN,2021 Q2,Expenses incurred,Non-Life,R0550,75.642531,20250930,25
LIECHTENSTEIN,2021 Q2,Other expenses,Non-Life,R1200,1.108059,20250930,25
LIECHTENSTEIN,2021 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20250930,25
LIECHTENSTEIN,2021 Q2,Total technical expenses,Non-Life,R1300,76.75059,20250930,25
LIECHTENSTEIN,2021 Q2,Premiums written,Life,R1401,,20250930,25
LIECHTENSTEIN,2021 Q2,Gross,Life,R1410,1411.922055,20250930,25
LIECHTENSTEIN,2021 Q2,Reinsurers' share,Life,R1420,471.449947,20250930,25
LIECHTENSTEIN,2021 Q2,Net,Life,R1500,940.472108,20250930,25
LIECHTENSTEIN,2021 Q2,Premiums earned,Life,R1501,,20250930,25
LIECHTENSTEIN,2021 Q2,Gross,Life,R1510,1132.430233,20250930,25
LIECHTENSTEIN,2021 Q2,Reinsurers' share,Life,R1520,267.646227,20250930,25
LIECHTENSTEIN,2021 Q2,Net,Life,R1600,864.784006,20250930,25
LIECHTENSTEIN,2021 Q2,Claims incurred,Life,R1601,,20250930,25
LIECHTENSTEIN,2021 Q2,Gross,Life,R1610,1269.420277,20250930,25
LIECHTENSTEIN,2021 Q2,Reinsurers' share,Life,R1620,225.385192,20250930,25
LIECHTENSTEIN,2021 Q2,Net,Life,R1700,1044.035084,20250930,25
LIECHTENSTEIN,2021 Q2,Changes in other technical provisions,Life,R1701,,20250930,25
LIECHTENSTEIN,2021 Q2,Gross,Life,R1710,-390.152764,20250930,25
LIECHTENSTEIN,2021 Q2,Reinsurers' share,Life,R1720,77.02062,20250930,25
LIECHTENSTEIN,2021 Q2,Net,Life,R1800,-467.173384,20250930,25
LIECHTENSTEIN,2021 Q2,Expenses incurred,Life,R1900,163.271209,20250930,25
LIECHTENSTEIN,2021 Q2,Other expenses,Life,R2500,34.36628,20250930,25
LIECHTENSTEIN,2021 Q2,Balance - other technical expenses/income,Life,R2510,,20250930,25
LIECHTENSTEIN,2021 Q2,Total technical expenses,Life,R2600,197.637489,20250930,25
LIECHTENSTEIN,2021 Q2,Net Combined Ratio,Non-Life,Z0001,0.81,20250930,25
LIECHTENSTEIN,2021 Q2,Net Expense Ratio,Non-Life,Z0002,0.27,20250930,25
LIECHTENSTEIN,2021 Q3,Premiums written,Non-Life,R0101,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Direct Business,Non-Life,R0110,1207.006142,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,1185.169102,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,310.382873,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Non-Life,R0140,2239.615573,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Non-Life,R0200,462.942544,20250930,24
LIECHTENSTEIN,2021 Q3,Premiums earned,Non-Life,R0201,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Direct Business,Non-Life,R0210,1100.211493,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,898.796625,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,237.258674,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Non-Life,R0240,1795.720053,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Non-Life,R0300,440.546738,20250930,24
LIECHTENSTEIN,2021 Q3,Claims incurred,Non-Life,R0301,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Direct Business,Non-Life,R0310,706.988894,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,787.079109,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,178.176063,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Non-Life,R0340,1451.81604,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Non-Life,R0400,220.428026,20250930,24
LIECHTENSTEIN,2021 Q3,Changes in other technical provisions,Non-Life,R0401,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Direct Business,Non-Life,R0410,12.956146,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,10.235606,20250930,24
LIECHTENSTEIN,2021 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,10.319031,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Non-Life,R0440,48.669461,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Non-Life,R0500,-15.158678,20250930,24
LIECHTENSTEIN,2021 Q3,Expenses incurred,Non-Life,R0550,205.971492,20250930,24
LIECHTENSTEIN,2021 Q3,Other expenses,Non-Life,R1200,2.86506,20250930,24
LIECHTENSTEIN,2021 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20250930,24
LIECHTENSTEIN,2021 Q3,Total technical expenses,Non-Life,R1300,208.836552,20250930,24
LIECHTENSTEIN,2021 Q3,Premiums written,Life,R1401,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross,Life,R1410,1918.143695,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Life,R1420,512.328038,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Life,R1500,1405.815657,20250930,24
LIECHTENSTEIN,2021 Q3,Premiums earned,Life,R1501,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross,Life,R1510,1774.294434,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Life,R1520,406.752258,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Life,R1600,1367.542176,20250930,24
LIECHTENSTEIN,2021 Q3,Claims incurred,Life,R1601,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross,Life,R1610,1891.819622,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Life,R1620,335.879232,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Life,R1700,1555.94039,20250930,24
LIECHTENSTEIN,2021 Q3,Changes in other technical provisions,Life,R1701,,20250930,24
LIECHTENSTEIN,2021 Q3,Gross,Life,R1710,92.372845,20250930,24
LIECHTENSTEIN,2021 Q3,Reinsurers' share,Life,R1720,97.611085,20250930,24
LIECHTENSTEIN,2021 Q3,Net,Life,R1800,-5.23824,20250930,24
LIECHTENSTEIN,2021 Q3,Expenses incurred,Life,R1900,251.464111,20250930,24
LIECHTENSTEIN,2021 Q3,Other expenses,Life,R2500,31.68365,20250930,24
LIECHTENSTEIN,2021 Q3,Balance - other technical expenses/income,Life,R2510,,20250930,24
LIECHTENSTEIN,2021 Q3,Total technical expenses,Life,R2600,283.147761,20250930,24
LIECHTENSTEIN,2021 Q3,Net Combined Ratio,Non-Life,Z0001,0.97,20250930,24
LIECHTENSTEIN,2021 Q3,Net Expense Ratio,Non-Life,Z0002,0.47,20250930,24
LIECHTENSTEIN,2021 Q4,Premiums written,Non-Life,R0101,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Direct Business,Non-Life,R0110,1603.839612,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,1289.608816,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,296.34282,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Non-Life,R0140,2650.033929,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Non-Life,R0200,539.757318,20250930,23
LIECHTENSTEIN,2021 Q4,Premiums earned,Non-Life,R0201,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Direct Business,Non-Life,R0210,1488.50412,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,1300.502041,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,324.490847,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Non-Life,R0240,2544.764519,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Non-Life,R0300,568.732489,20250930,23
LIECHTENSTEIN,2021 Q4,Claims incurred,Non-Life,R0301,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Direct Business,Non-Life,R0310,1016.385277,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,893.186766,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,208.355254,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Non-Life,R0340,1842.664224,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Non-Life,R0400,275.263073,20250930,23
LIECHTENSTEIN,2021 Q4,Changes in other technical provisions,Non-Life,R0401,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Direct Business,Non-Life,R0410,6.328579,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,12.640645,20250930,23
LIECHTENSTEIN,2021 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,11.527005,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Non-Life,R0440,80.609055,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Non-Life,R0500,-50.112825,20250930,23
LIECHTENSTEIN,2021 Q4,Expenses incurred,Non-Life,R0550,165.139344,20250930,23
LIECHTENSTEIN,2021 Q4,Other expenses,Non-Life,R1200,4.930122,20250930,23
LIECHTENSTEIN,2021 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20250930,23
LIECHTENSTEIN,2021 Q4,Total technical expenses,Non-Life,R1300,170.069466,20250930,23
LIECHTENSTEIN,2021 Q4,Premiums written,Life,R1401,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross,Life,R1410,2010.010796,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Life,R1420,571.957859,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Life,R1500,1438.052937,20250930,23
LIECHTENSTEIN,2021 Q4,Premiums earned,Life,R1501,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross,Life,R1510,2009.825207,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Life,R1520,572.006727,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Life,R1600,1437.81848,20250930,23
LIECHTENSTEIN,2021 Q4,Claims incurred,Life,R1601,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross,Life,R1610,2822.450667,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Life,R1620,502.073446,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Life,R1700,2320.377221,20250930,23
LIECHTENSTEIN,2021 Q4,Changes in other technical provisions,Life,R1701,,20250930,23
LIECHTENSTEIN,2021 Q4,Gross,Life,R1710,312.031829,20250930,23
LIECHTENSTEIN,2021 Q4,Reinsurers' share,Life,R1720,78.802112,20250930,23
LIECHTENSTEIN,2021 Q4,Net,Life,R1800,233.229717,20250930,23
LIECHTENSTEIN,2021 Q4,Expenses incurred,Life,R1900,397.844317,20250930,23
LIECHTENSTEIN,2021 Q4,Other expenses,Life,R2500,43.199738,20250930,23
LIECHTENSTEIN,2021 Q4,Balance - other technical expenses/income,Life,R2510,,20250930,23
LIECHTENSTEIN,2021 Q4,Total technical expenses,Life,R2600,441.044055,20250930,23
LIECHTENSTEIN,2021 Q4,Net Combined Ratio,Non-Life,Z0001,0.77,20250930,23
LIECHTENSTEIN,2021 Q4,Net Expense Ratio,Non-Life,Z0002,0.29,20250930,23
LIECHTENSTEIN,2022 Q1,Premiums written,Non-Life,R0101,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Direct Business,Non-Life,R0110,640.391913,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,323.354033,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,188.518961,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Non-Life,R0140,825.264735,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Non-Life,R0200,327.000173,20250930,23
LIECHTENSTEIN,2022 Q1,Premiums earned,Non-Life,R0201,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Direct Business,Non-Life,R0210,411.212479,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,292.802264,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,122.790189,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Non-Life,R0240,574.907798,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Non-Life,R0300,251.897134,20250930,23
LIECHTENSTEIN,2022 Q1,Claims incurred,Non-Life,R0301,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Direct Business,Non-Life,R0310,288.098815,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,51.996259,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,79.933336,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Non-Life,R0340,274.255414,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Non-Life,R0400,145.772996,20250930,23
LIECHTENSTEIN,2022 Q1,Changes in other technical provisions,Non-Life,R0401,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Direct Business,Non-Life,R0410,-5.126984,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,3.26205,20250930,23
LIECHTENSTEIN,2022 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,8.743768,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Non-Life,R0440,14.511841,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Non-Life,R0500,-7.633008,20250930,23
LIECHTENSTEIN,2022 Q1,Expenses incurred,Non-Life,R0550,60.382586,20250930,23
LIECHTENSTEIN,2022 Q1,Other expenses,Non-Life,R1200,0.095878,20250930,23
LIECHTENSTEIN,2022 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20250930,23
LIECHTENSTEIN,2022 Q1,Total technical expenses,Non-Life,R1300,60.478464,20250930,23
LIECHTENSTEIN,2022 Q1,Premiums written,Life,R1401,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross,Life,R1410,1143.464611,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Life,R1420,720.010394,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Life,R1500,423.454218,20250930,23
LIECHTENSTEIN,2022 Q1,Premiums earned,Life,R1501,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross,Life,R1510,606.466508,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Life,R1520,212.41187,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Life,R1600,394.054638,20250930,23
LIECHTENSTEIN,2022 Q1,Claims incurred,Life,R1601,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross,Life,R1610,752.354088,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Life,R1620,162.74154,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Life,R1700,589.612548,20250930,23
LIECHTENSTEIN,2022 Q1,Changes in other technical provisions,Life,R1701,,20250930,23
LIECHTENSTEIN,2022 Q1,Gross,Life,R1710,356.75749,20250930,23
LIECHTENSTEIN,2022 Q1,Reinsurers' share,Life,R1720,82.74921,20250930,23
LIECHTENSTEIN,2022 Q1,Net,Life,R1800,274.00828,20250930,23
LIECHTENSTEIN,2022 Q1,Expenses incurred,Life,R1900,81.51371,20250930,23
LIECHTENSTEIN,2022 Q1,Other expenses,Life,R2500,-13.967696,20250930,23
LIECHTENSTEIN,2022 Q1,Balance - other technical expenses/income,Life,R2510,,20250930,23
LIECHTENSTEIN,2022 Q1,Total technical expenses,Life,R2600,67.546014,20250930,23
LIECHTENSTEIN,2022 Q1,Net Combined Ratio,Non-Life,Z0001,0.82,20250930,23
LIECHTENSTEIN,2022 Q1,Net Expense Ratio,Non-Life,Z0002,0.24,20250930,23
LIECHTENSTEIN,2022 Q2,Premiums written,Non-Life,R0101,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Direct Business,Non-Life,R0110,1025.220323,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,612.737735,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,169.034137,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Non-Life,R0140,1465.610559,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Non-Life,R0200,341.381635,20250930,23
LIECHTENSTEIN,2022 Q2,Premiums earned,Non-Life,R0201,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Direct Business,Non-Life,R0210,832.306415,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,517.29265,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,114.834776,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Non-Life,R0240,1179.768019,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Non-Life,R0300,284.665822,20250930,23
LIECHTENSTEIN,2022 Q2,Claims incurred,Non-Life,R0301,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Direct Business,Non-Life,R0310,558.070511,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,-23.259752,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,47.569316,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Non-Life,R0340,450.48462,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Non-Life,R0400,131.895456,20250930,23
LIECHTENSTEIN,2022 Q2,Changes in other technical provisions,Non-Life,R0401,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Direct Business,Non-Life,R0410,-0.142767,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,6.900396,20250930,23
LIECHTENSTEIN,2022 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,11.458044,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Non-Life,R0440,39.856906,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Non-Life,R0500,-21.641234,20250930,23
LIECHTENSTEIN,2022 Q2,Expenses incurred,Non-Life,R0550,86.266337,20250930,23
LIECHTENSTEIN,2022 Q2,Other expenses,Non-Life,R1200,-0.765353,20250930,23
LIECHTENSTEIN,2022 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20250930,23
LIECHTENSTEIN,2022 Q2,Total technical expenses,Non-Life,R1300,85.500984,20250930,23
LIECHTENSTEIN,2022 Q2,Premiums written,Life,R1401,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross,Life,R1410,1473.544631,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Life,R1420,781.600969,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Life,R1500,691.943661,20250930,23
LIECHTENSTEIN,2022 Q2,Premiums earned,Life,R1501,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross,Life,R1510,1088.68187,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Life,R1520,430.411272,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Life,R1600,658.270599,20250930,23
LIECHTENSTEIN,2022 Q2,Claims incurred,Life,R1601,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross,Life,R1610,1368.001099,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Life,R1620,360.796983,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Life,R1700,1007.204116,20250930,23
LIECHTENSTEIN,2022 Q2,Changes in other technical provisions,Life,R1701,,20250930,23
LIECHTENSTEIN,2022 Q2,Gross,Life,R1710,1843.029663,20250930,23
LIECHTENSTEIN,2022 Q2,Reinsurers' share,Life,R1720,180.513536,20250930,23
LIECHTENSTEIN,2022 Q2,Net,Life,R1800,1662.516127,20250930,23
LIECHTENSTEIN,2022 Q2,Expenses incurred,Life,R1900,171.52041,20250930,23
LIECHTENSTEIN,2022 Q2,Other expenses,Life,R2500,-42.933737,20250930,23
LIECHTENSTEIN,2022 Q2,Balance - other technical expenses/income,Life,R2510,,20250930,23
LIECHTENSTEIN,2022 Q2,Total technical expenses,Life,R2600,128.586673,20250930,23
LIECHTENSTEIN,2022 Q2,Net Combined Ratio,Non-Life,Z0001,0.77,20250930,23
LIECHTENSTEIN,2022 Q2,Net Expense Ratio,Non-Life,Z0002,0.3,20250930,23
LIECHTENSTEIN,2022 Q3,Premiums written,Non-Life,R0101,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Direct Business,Non-Life,R0110,1372.869774,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,1027.264096,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,217.509163,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Non-Life,R0140,2189.187648,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Non-Life,R0200,428.455385,20250930,23
LIECHTENSTEIN,2022 Q3,Premiums earned,Non-Life,R0201,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Direct Business,Non-Life,R0210,1237.098111,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,863.400753,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,180.449039,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Non-Life,R0240,1880.546231,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Non-Life,R0300,400.401671,20250930,23
LIECHTENSTEIN,2022 Q3,Claims incurred,Non-Life,R0301,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Direct Business,Non-Life,R0310,834.487059,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,229.14774,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,88.304917,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Non-Life,R0340,954.200409,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Non-Life,R0400,197.739306,20250930,23
LIECHTENSTEIN,2022 Q3,Changes in other technical provisions,Non-Life,R0401,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Direct Business,Non-Life,R0410,3.841335,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,9.770908,20250930,23
LIECHTENSTEIN,2022 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,14.304088,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Non-Life,R0440,68.959337,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Non-Life,R0500,-41.043007,20250930,23
LIECHTENSTEIN,2022 Q3,Expenses incurred,Non-Life,R0550,136.09763,20250930,23
LIECHTENSTEIN,2022 Q3,Other expenses,Non-Life,R1200,-0.722431,20250930,23
LIECHTENSTEIN,2022 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20250930,23
LIECHTENSTEIN,2022 Q3,Total technical expenses,Non-Life,R1300,135.375199,20250930,23
LIECHTENSTEIN,2022 Q3,Premiums written,Life,R1401,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross,Life,R1410,1840.901373,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Life,R1420,860.863587,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Life,R1500,980.037786,20250930,23
LIECHTENSTEIN,2022 Q3,Premiums earned,Life,R1501,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross,Life,R1510,1624.094892,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Life,R1520,665.014383,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Life,R1600,959.080509,20250930,23
LIECHTENSTEIN,2022 Q3,Claims incurred,Life,R1601,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross,Life,R1610,1982.425071,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Life,R1620,561.034746,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Life,R1700,1421.390324,20250930,23
LIECHTENSTEIN,2022 Q3,Changes in other technical provisions,Life,R1701,,20250930,23
LIECHTENSTEIN,2022 Q3,Gross,Life,R1710,1540.715118,20250930,23
LIECHTENSTEIN,2022 Q3,Reinsurers' share,Life,R1720,245.325172,20250930,23
LIECHTENSTEIN,2022 Q3,Net,Life,R1800,1295.389946,20250930,23
LIECHTENSTEIN,2022 Q3,Expenses incurred,Life,R1900,292.707695,20250930,23
LIECHTENSTEIN,2022 Q3,Other expenses,Life,R2500,-54.347803,20250930,23
LIECHTENSTEIN,2022 Q3,Balance - other technical expenses/income,Life,R2510,,20250930,23
LIECHTENSTEIN,2022 Q3,Total technical expenses,Life,R2600,238.359892,20250930,23
LIECHTENSTEIN,2022 Q3,Net Combined Ratio,Non-Life,Z0001,0.83,20250930,23
LIECHTENSTEIN,2022 Q3,Net Expense Ratio,Non-Life,Z0002,0.34,20250930,23
LIECHTENSTEIN,2022 Q4,Premiums written,Non-Life,R0101,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Direct Business,Non-Life,R0110,1788.159319,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,1203.451899,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,245.142574,20250930,23
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Non-Life,R0140,2695.606948,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Non-Life,R0200,541.146843,20250930,23
LIECHTENSTEIN,2022 Q4,Premiums earned,Non-Life,R0201,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Direct Business,Non-Life,R0210,1657.591772,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,1206.79808,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,238.529661,20250930,23
LIECHTENSTEIN,2022 Q4,Reinsurers' share,Non-Life,R0240,2575.882981,20250930,23
LIECHTENSTEIN,2022 Q4,Net,Non-Life,R0300,527.036532,20250930,23
LIECHTENSTEIN,2022 Q4,Claims incurred,Non-Life,R0301,,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Direct Business,Non-Life,R0310,1090.444878,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,1298.787254,20250930,23
LIECHTENSTEIN,2022 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,82.997797,20250930,23
